Year,Grid_Ref_Easting,Grid_Ref_Northing,Number_of_Vehicles,Number_of_Casualties,Accident_Date,Time,Road_Class,Road_Surface,Lighting_Conditions,Weather_Conditions,Casualty_Class,Casualty_Severity,Sex_of_Casualty,Age_of_Casualty,Type_of_Vehicle
2014,425638,426887,1,1,22.09.2014,2123,"A (""back roads"")",Dry,Darkness (streetlights present and lit),Fine without high winds,Pedestrian,Serious,Male,56,Car
2014,429412,428182,2,1,17.09.2014,550,Unclassified,Dry,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Female,29,Bicycle
2014,436325,434204,2,1,23.09.2014,745,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,68,Bicycle
2014,430090,431415,2,1,23.09.2014,752,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,38,Bicycle
2014,434800,429089,2,1,23.09.2014,820,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Serious,Male,18,Motorcycle >50cc and <=125cc
2014,431120,429867,2,1,24.09.2014,1340,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,22,Bicycle
2014,429790,435213,1,1,23.09.2014,1610,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Female,13,Car
2014,422901,433567,2,1,23.09.2014,1710,B (regional road),Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,37,Goods vehicle <=3.5 tons
2014,428260,435442,1,1,23.09.2014,1952,Unclassified,Wet,Darkness (streetlights present and lit),Raining without high winds,Pedestrian,Slight,Female,20,Car
2014,427592,431186,4,1,24.09.2014,625,"A (""back roads"")",Wet,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Serious,Male,35,Bicycle
2014,426426,427163,1,1,24.09.2014,840,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Serious,Male,19,Motorcycle >50cc and <=125cc
2014,432459,434819,1,1,24.09.2014,1146,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Female,51,Car
2014,429914,433490,1,1,24.09.2014,1425,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Serious,Female,43,Bus or coach
2014,428461,434424,2,1,24.09.2014,1707,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,23,Bicycle
2014,431711,435568,2,2,24.09.2014,1700,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,28,Car
2014,431711,435568,2,2,24.09.2014,1700,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,26,Car
2014,438430,436418,2,2,24.09.2014,1800,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,18,Car
2014,438430,436418,2,2,24.09.2014,1800,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Serious,Male,56,Car
2014,430950,435512,1,1,24.09.2014,1819,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Male,11,Car
2014,427888,432916,2,1,24.09.2014,1900,B (regional road),Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,25,Car
2014,426285,435588,2,2,24.09.2014,1910,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,30,Car
2014,426285,435588,2,2,24.09.2014,1910,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,32,Car
2014,431447,433443,2,1,25.09.2014,1045,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,16,Bicycle
2014,427250,433225,1,1,25.09.2014,1500,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,5,Bus or coach
2014,427418,437081,1,1,25.09.2014,1919,"A (""back roads"")",Wet,Darkness (streetlights present and lit),Fine without high winds,Pedestrian,Slight,Female,51,Car
2014,428906,435510,2,1,25.09.2014,1945,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,29,Bicycle
2014,432074,432131,1,1,26.09.2014,1250,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,24,Bicycle
2014,427743,432615,1,1,26.09.2014,1440,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Serious,Male,25,Motorcycle >50cc and <=125cc
2014,427509,435384,2,1,24.09.2014,1215,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,23,Motorcycle >50cc and <=125cc
2014,429947,431817,1,1,26.09.2014,1707,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Male,8,Taxi/Private hire car
2014,436471,428488,1,1,27.09.2014,1537,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,77,Bus or coach
2014,420422,446252,1,1,27.09.2014,1629,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,57,Motorcycle over 500cc
2014,425505,440285,2,4,27.09.2014,1748,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,45,Car
2014,425505,440285,2,4,27.09.2014,1748,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,47,Car
2014,425505,440285,2,4,27.09.2014,1748,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,10,Car
2014,425505,440285,2,4,27.09.2014,1748,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Male,16,Car
2014,426765,438353,2,1,28.09.2014,44,"A (""back roads"")",Dry,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Serious,Male,28,Motorcycle over 500cc
2014,428848,430136,2,1,24.09.2014,645,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,36,Bicycle
2014,428372,431293,1,1,27.09.2014,610,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,47,Taxi/Private hire car
2014,436177,435946,1,1,29.09.2014,830,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Male,4,Goods vehicle <=3.5 tons
2014,427322,437205,2,1,29.09.2014,1035,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,31,Bicycle
2014,420483,433994,1,1,29.09.2014,1047,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Male,74,Car
2014,436278,434709,1,1,29.09.2014,1215,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Female,30,Minibus
2014,430646,433445,1,1,29.09.2014,1125,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Male,50,Bus or coach
2014,425443,437455,1,1,29.09.2014,1540,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Male,17,Car
2014,427812,427012,1,1,29.09.2014,1642,Unclassified,Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,46,Motorcycle <= 50cc
2014,429051,432262,2,1,29.09.2014,1658,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,38,Motorcycle over 500cc
2014,428140,435853,2,1,30.09.2014,1451,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,21,Bicycle
2014,425006,438168,2,1,30.09.2014,1610,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,35,Car
2014,437661,444879,2,1,30.09.2014,1730,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,29,Bicycle
2014,424904,436768,1,1,1.10.2014,525,"A (""back roads"")",Dry,Darkness (streetlights present but unlit),Fine without high winds,Driver or rider,Serious,Male,47,Bicycle
2014,429747,437057,2,1,1.10.2014,858,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,4,Car
2014,432491,430804,2,1,1.10.2014,1035,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Serious,Male,27,Motorcycle >50cc and <=125cc
2014,420297,439687,2,1,1.10.2014,1325,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,48,Car
2014,427944,436119,2,1,1.10.2014,1504,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,57,Bicycle
2014,431433,432929,1,1,1.10.2014,1505,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Male,12,Car
2014,429836,426067,2,1,1.10.2014,1626,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,34,Motorcycle over 500cc
2014,425829,438092,2,1,1.10.2014,1657,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,21,Car
2014,425954,435197,2,1,2.10.2014,730,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Male,28,Taxi/Private hire car
2014,438404,436410,2,1,2.10.2014,845,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,23,Car
2014,427393,434638,2,1,2.10.2014,940,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,54,Bicycle
2014,427156,435718,1,1,6.10.2014,1242,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Male,20,Car
2014,430407,433684,1,1,2.10.2014,1644,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,65,Bus or coach
2014,426265,433448,2,2,2.10.2014,1810,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,67,Car
2014,426265,433448,2,2,2.10.2014,1810,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,30,Car
2014,424070,428295,2,1,2.10.2014,1814,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,17,Motorcycle >50cc and <=125cc
2014,429213,429950,2,1,2.10.2014,1840,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,8,Bicycle
2014,428015,426158,1,1,2.10.2014,2020,"A (""back roads"")",Dry,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Fatal,Male,52,Goods vehicle >=7.5 tons
2014,431254,445733,2,1,3.10.2014,631,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,48,Car
2014,431603,431457,2,1,3.10.2014,1145,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,35,Car
2014,433076,429619,1,1,3.10.2014,1050,Motorway (freeway),Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Serious,Male,52,Goods vehicle >=7.5 tons
2014,430790,433468,2,1,3.10.2014,1550,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,35,Car
2014,425135,428981,4,1,3.10.2014,1805,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,24,Car
2014,431090,433635,1,1,3.10.2014,1630,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Male,42,Bus or coach
2014,429943,427020,2,1,4.10.2014,908,"A (""back roads"")",Wet,Daylight (streetlights present),Raining without high winds,Driver or rider,Slight,Male,48,Bicycle
2014,427565,436878,2,2,4.10.2014,1114,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,35,Car
2014,427565,436878,2,2,4.10.2014,1114,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,20,Car
2014,430313,433457,1,1,4.10.2014,849,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,21,Car
2014,429885,435213,2,1,4.10.2014,1434,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,46,Car
2014,430633,439212,1,1,4.10.2014,1645,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Female,48,Car
2014,427574,436856,2,1,4.10.2014,1553,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,39,Car
2014,432429,433587,2,1,4.10.2014,2130,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,25,Car
2014,430204,433920,1,1,5.10.2014,409,Unclassified,Dry,Darkness (streetlights present and lit),Fine without high winds,Pedestrian,Serious,Female,36,Car
2014,420971,441675,2,1,5.10.2014,1137,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Serious,Male,21,Motorcycle >125cc and <=500cc
2014,428848,436552,1,1,5.10.2014,1326,B (regional road),Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Female,71,Car
2014,432205,435905,2,1,5.10.2014,1740,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,43,Car
2014,421879,438316,1,1,5.10.2014,1530,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Female,49,Car
2014,430080,435434,2,1,5.10.2014,2347,Unclassified,Dry,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Male,61,Bicycle
2014,425583,435052,1,1,6.10.2014,730,Unclassified,Wet,Daylight (streetlights present),Raining without high winds,Pedestrian,Slight,Female,11,Car
2014,427971,431940,1,1,4.10.2014,1430,"A (""back roads"")",Wet,Daylight (streetlights present),Raining without high winds,Pedestrian,Slight,Male,26,Taxi/Private hire car
2014,431525,434300,2,1,6.10.2014,1109,Unclassified,Wet,Daylight (streetlights present),Raining without high winds,Driver or rider,Slight,Male,23,Car
2014,429889,433412,1,1,3.10.2014,1335,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,19,Car
2014,432063,435967,2,1,7.10.2014,850,Unclassified,Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,42,Bicycle
2014,429144,431781,2,1,7.10.2014,1107,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,37,Car
2014,429584,434806,1,1,7.10.2014,1606,Unclassified,Wet,Daylight (streetlights present),Raining without high winds,Pedestrian,Slight,Female,22,Motorcycle >50cc and <=125cc
2014,432157,436139,1,1,7.10.2014,2231,Unclassified,Wet,Darkness (streetlights present and lit),Raining without high winds,Vehicle or pillion passenger,Slight,Female,33,Motorcycle <= 50cc
2014,444517,432446,2,2,7.10.2014,2350,Unclassified,Dry,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Female,18,Car
2014,444517,432446,2,2,7.10.2014,2350,Unclassified,Dry,Darkness (streetlights present and lit),Fine without high winds,Vehicle or pillion passenger,Slight,Female,18,Car
2014,429413,433944,2,2,8.10.2014,707,"A(M) (""main roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,29,Car
2014,429413,433944,2,2,8.10.2014,707,"A(M) (""main roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,40,Car
2014,431550,431477,2,1,8.10.2014,840,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,52,Bicycle
2014,428254,429639,2,1,8.10.2014,1411,"A (""back roads"")",Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,21,Car
2014,429337,430477,2,1,8.10.2014,1904,Unclassified,Wet,Darkness (streetlights present and lit),Raining without high winds,Vehicle or pillion passenger,Slight,Female,5,Car
2014,422507,433995,1,1,9.10.2014,30,"A (""back roads"")",Wet,Darkness (streetlights present and lit),Raining without high winds,Driver or rider,Serious,Male,50,Motorcycle >50cc and <=125cc
2014,432281,435050,3,3,9.10.2014,754,B (regional road),Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,60,Car
2014,432281,435050,3,3,9.10.2014,754,B (regional road),Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,44,Car
2014,432281,435050,3,3,9.10.2014,754,B (regional road),Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,52,Car
2014,435036,435823,4,2,9.10.2014,846,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,24,Car
2014,435036,435823,4,2,9.10.2014,846,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,7,Car
2014,433722,436442,3,1,9.10.2014,923,"A (""back roads"")",Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,68,Car
2014,431508,432628,2,1,9.10.2014,1612,"A (""back roads"")",Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,50,Car
2014,435927,426611,6,1,10.9.2014,1712,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,57,Car
2014,430949,433302,1,1,10.10.2014,120,"A (""back roads"")",Wet,Darkness (streetlights present and lit),Fine without high winds,Pedestrian,Slight,Male,25,Car
2014,427147,430591,2,1,10.10.2014,708,Motorway (freeway),Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Serious,Male,29,Motorcycle over 500cc
2014,426769,438355,2,2,10.10.2014,825,"A (""back roads"")",Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Serious,Male,46,Taxi/Private hire car
2014,426769,438355,2,2,10.10.2014,825,"A (""back roads"")",Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,34,Motorcycle over 500cc
2014,436216,435289,2,2,10.10.2014,405,Unclassified,Wet,Darkness (streetlights present and lit),Unknown,Driver or rider,Slight,Male,28,Car
2014,436216,435289,2,2,10.10.2014,405,Unclassified,Wet,Darkness (streetlights present and lit),Unknown,Vehicle or pillion passenger,Serious,Male,24,Car
2014,428967,436383,2,2,10.10.2014,1025,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,65,Car
2014,428967,436383,2,2,10.10.2014,1025,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,65,Car
2014,427136,434788,2,1,10.10.2014,1030,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,41,Bicycle
2014,430892,436566,1,1,7.10.2014,1445,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Female,56,Car
2014,429316,434038,1,1,10.10.2014,1445,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,94,Bus or coach
2014,430056,433473,1,2,10.10.2014,1700,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,77,Bus or coach
2014,430056,433473,1,2,10.10.2014,1700,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,49,Bus or coach
2014,429086,433604,1,1,10.10.2014,1710,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Male,27,Car
2014,428122,426677,2,2,9.10.2014,1800,"A (""back roads"")",Dry,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Female,28,Car
2014,428122,426677,2,2,9.10.2014,1800,"A (""back roads"")",Dry,Darkness (streetlights present and lit),Fine without high winds,Vehicle or pillion passenger,Slight,Female,48,Car
2014,429696,433423,1,2,10.10.2014,1845,Unclassified,Dry,Darkness (streetlights present and lit),Fine without high winds,Vehicle or pillion passenger,Slight,Male,20,Bus or coach
2014,429696,433423,1,2,10.10.2014,1845,Unclassified,Dry,Darkness (streetlights present and lit),Fine without high winds,Vehicle or pillion passenger,Slight,Male,22,Bus or coach
2014,429966,433240,1,2,11.10.2014,35,Unclassified,Dry,Darkness (streetlights present and lit),Fine without high winds,Pedestrian,Slight,Male,30,Taxi/Private hire car
2014,429966,433240,1,2,11.10.2014,35,Unclassified,Dry,Darkness (streetlights present and lit),Fine without high winds,Vehicle or pillion passenger,Slight,Male,43,Taxi/Private hire car
2014,430429,433995,2,3,11.10.2014,556,"A(M) (""main roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,63,Car
2014,430429,433995,2,3,11.10.2014,556,"A(M) (""main roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,43,Taxi/Private hire car
2014,430429,433995,2,3,11.10.2014,556,"A(M) (""main roads"")",Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Male,28,Taxi/Private hire car
2014,424223,435070,2,1,11.10.2014,1142,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,41,Car
2014,427373,435963,1,1,11.10.2014,1110,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Female,20,Car
2014,426804,435496,2,1,11.10.2014,1500,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Serious,Male,21,Motorcycle >50cc and <=125cc
2014,428927,426437,1,4,11.10.2014,1607,Motorway (freeway),Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Male,23,Car
2014,428927,426437,1,4,11.10.2014,1607,Motorway (freeway),Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Male,20,Car
2014,428927,426437,1,4,11.10.2014,1607,Motorway (freeway),Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Male,21,Car
2014,428927,426437,1,4,11.10.2014,1607,Motorway (freeway),Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Male,19,Car
2014,442047,434397,2,4,12.10.2014,25,"A (""back roads"")",Wet,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Male,54,Taxi/Private hire car
2014,442047,434397,2,4,12.10.2014,25,"A (""back roads"")",Wet,Darkness (streetlights present and lit),Fine without high winds,Vehicle or pillion passenger,Slight,Female,24,Taxi/Private hire car
2014,442047,434397,2,4,12.10.2014,25,"A (""back roads"")",Wet,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Male,18,Car
2014,442047,434397,2,4,12.10.2014,25,"A (""back roads"")",Wet,Darkness (streetlights present and lit),Fine without high winds,Vehicle or pillion passenger,Slight,Female,15,Car
2014,430805,433285,2,1,12.10.2014,1055,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,70,Car
2014,427459,435446,4,2,12.10.2014,1658,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,29,Car
2014,427459,435446,4,2,12.10.2014,1658,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Male,28,Car
2014,432020,434741,2,2,13.10.2014,143,Unclassified,Dry,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Serious,Male,26,Car
2014,432020,434741,2,2,13.10.2014,143,Unclassified,Dry,Darkness (streetlights present and lit),Fine without high winds,Vehicle or pillion passenger,Serious,Male,34,Car
2014,425065,434382,2,1,13.10.2014,706,"A (""back roads"")",Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,25,Car
2014,430354,438550,2,1,13.10.2014,745,"A (""back roads"")",Wet,Daylight (streetlights present),Raining without high winds,Driver or rider,Slight,Female,24,Car
2014,435431,439805,3,1,13.10.2014,757,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Serious,Female,32,Motorcycle >50cc and <=125cc
2014,424765,435355,2,1,13.10.2014,955,Unclassified,Wet,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Male,4,Car
2014,445256,431851,1,1,13.10.2014,1024,"A(M) (""main roads"")",Wet,Daylight (streetlights present),Raining without high winds,Driver or rider,Slight,Female,17,Car
2014,435268,439754,2,2,14.10.2014,936,Unclassified,Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,31,Car
2014,435268,439754,2,2,14.10.2014,936,Unclassified,Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,27,Car
2014,426174,438742,2,1,14.10.2014,1326,Unclassified,Wet,Daylight (streetlights present),Raining without high winds,Driver or rider,Slight,Male,23,Motorcycle <= 50cc
2014,429543,434843,2,1,14.10.2014,1530,"A (""back roads"")",Wet,Daylight (streetlights present),Raining without high winds,Driver or rider,Slight,Male,18,Motorcycle >50cc and <=125cc
2014,442952,435328,1,1,14.10.2014,1645,B (regional road),Wet,Daylight (streetlights present),Raining without high winds,Driver or rider,Slight,Male,21,Motorcycle >50cc and <=125cc
2014,428327,426398,2,1,14.10.2014,1815,Motorway (freeway),Wet,Darkness (streetlights present and lit),Raining without high winds,Driver or rider,Slight,Male,47,Car
2014,432961,440276,1,1,15.10.2014,110,Unclassified,Wet,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Male,31,Car
2014,424528,437061,2,1,15.10.2014,800,"A (""back roads"")",Wet,Daylight (streetlights present),Raining without high winds,Driver or rider,Slight,Male,40,Bicycle
2014,420327,445620,2,1,15.10.2014,1015,Unclassified,Wet,Daylight (streetlights present),Raining without high winds,Driver or rider,Slight,Male,30,Car
2014,430654,434688,2,1,15.10.2014,1251,"A (""back roads"")",Wet,Daylight (streetlights present),Raining without high winds,Driver or rider,Slight,Female,56,Car
2014,428804,432747,2,1,15.10.2014,1400,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,40,Car
2014,431923,438099,2,1,10.10.2014,1630,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Serious,Male,53,Bicycle
2014,429931,437064,1,1,15.10.2014,1850,"A (""back roads"")",Wet,Daylight (streetlights present),Raining with high winds,Pedestrian,Serious,Female,74,Taxi/Private hire car
2014,428097,434762,2,1,15.10.2014,1900,Unclassified,Wet,Darkness (streetlights present and lit),Raining without high winds,Driver or rider,Slight,Male,20,Bicycle
2014,430090,431350,1,1,15.10.2014,1900,"A (""back roads"")",Dry,Darkness (streetlights present and lit),Fine without high winds,Pedestrian,Slight,Female,11,Goods vehicle <=3.5 tons
2014,429692,432929,1,2,15.10.2014,2340,Unclassified,Wet,Darkness (streetlights present and lit),Raining without high winds,Pedestrian,Slight,Female,23,Taxi/Private hire car
2014,429692,432929,1,2,15.10.2014,2340,Unclassified,Wet,Darkness (streetlights present and lit),Raining without high winds,Pedestrian,Slight,Male,26,Taxi/Private hire car
2014,436452,436053,2,1,16.10.2014,901,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,55,Car
2014,427524,436945,2,1,16.10.2014,850,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,37,Bicycle
2014,429449,439424,1,1,16.10.2014,1445,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Male,14,Car
2014,428435,429604,1,1,16.10.2014,1437,Unclassified,Wet,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Female,28,Goods vehicle <=3.5 tons
2014,431745,431417,2,1,16.10.2014,1809,"A (""back roads"")",Dry,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Male,23,Bicycle
