"Year","Reference_Number","Grid_Ref_Easting","Grid_Ref_Northing","Number_of_Vehicles","Number_of_Casualties","Accident_Date","Time","Road_Class","Road_Surface","Lighting_Conditions","Weather_Conditions","Casualty_Class","Casualty_Severity","Sex_of_Casualty","Age_of_Casualty","Type_of_Vehicle"
"2014","14T1265","426313","435511","2","1","29_04_2014","1800","A (back roads)","Wet","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","34","Bicycle"
"2014","14T1289","428962","432729","2","1","29_04_2014","1820","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","51","Bicycle"
"2014","14U0293","429948","433120","2","1","30_04_2014","835","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","19","Bicycle"
"2014","14U0297","430769","435251","1","1","30_04_2014","841","C (local authority)","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Serious","Male","9","Car"
"2014","14U0578","428825","435232","2","1","30_04_2014","1605","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Serious","Female","46","Car"
"2014","14U0843","428440","435705","2","1","30_04_2014","1400","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","20","Bicycle"
"2014","14U0936","423742","444356","2","1","30_04_2014","1443","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Serious","Male","20","Bicycle"
"2014","14U1029","430095","431332","1","1","30_04_2014","1230","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Slight","Female","30","Car"
"2014","14U1145","430629","434216","1","1","30_04_2014","1500","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Serious","Female","78","Bus or coach"
"2014","14U1235","428789","435578","2","1","30_04_2014","1700","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","45","Bicycle"
"2014","14U1278","435584","433605","2","1","30_04_2014","830","B (regional road)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","37","Bicycle"
"2014","14U1433","427791","427910","1","1","30_04_2014","1330","B (regional road)","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","78","Bus or coach"
"2014","14U1515","428530","432087","2","1","30_04_2014","1720","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","27","Car"
"2014","14U1644","434962","436855","2","1","30_04_2014","2025","Unclassified","Wet","Darkness (streetlights present and lit)","Raining w/o high winds","Driver or rider","Serious","Male","35","Bicycle"
"2014","1510633","429414","433950","2","3","1_5_2014","1254","A(M) (main roads)","Wet","Daylight (streetlights present)","Raining w/o high winds","Driver or rider","Slight","Female","29","Car"
"2014","1510633","429414","433950","2","3","1_5_2014","1254","A(M) (main roads)","Wet","Daylight (streetlights present)","Raining w/o high winds","Vehicle or pillion passenger","Slight","Female","24","Car"
"2014","1510633","429414","433950","2","3","1_5_2014","1254","A(M) (main roads)","Wet","Daylight (streetlights present)","Raining w/o high winds","Driver or rider","Slight","Male","51","Car"
"2014","1511108","430767","438449","2","1","1_5_2014","1430","Unclassified","Wet","Daylight (streetlights present)","Raining w/o high winds","Driver or rider","Slight","Male","52","Bicycle"
"2014","1511251","429841","432529","2","1","1_5_2014","1828","Unclassified","Wet","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Serious","Male","44","Motorcycle >125cc and <=500cc"
"2014","1511740","432528","436701","1","1","1_5_2014","2350","Unclassified","Wet","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Serious","Male","18","Motorcycle >50cc and <=125cc"
"2014","1520720","427996","435194","2","1","2_5_2014","1250","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","20","Bicycle"
"2014","1521016","433199","439190","2","1","2_5_2014","1535","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","18","Motorcycle >50cc and <=125cc"
"2014","1521017","435331","439412","2","1","2_5_2014","1530","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","53","Motorcycle over 500cc"
"2014","1521096","435972","435458","2","1","2_5_2014","1615","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","47","Motorcycle over 500cc"
"2014","1521288","422565","437137","5","1","2_5_2014","1745","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","60","Car"
"2014","1521303","428546","431414","2","2","2_5_2014","1753","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Serious","Female","26","Car"
"2014","1521303","428546","431414","2","2","2_5_2014","1753","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","23","Car"
"2014","1521487","430372","428131","1","1","2_5_2014","1913","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Serious","Male","10","Car"
"2014","1530576","426141","435596","2","2","3_5_2014","1050","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","55","Car"
"2014","1530576","426141","435596","2","2","3_5_2014","1050","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","56","Car"
"2014","1530651","443617","436395","3","1","3_5_2014","1130","A(M) (main roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","43","Car"
"2014","1530789","430913","436114","2","1","3_5_2014","1250","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","25","Car"
"2014","1531338","429998","437209","2","1","3_5_2014","1730","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","43","Car"
"2014","1531412","440561","433546","2","1","3_5_2014","1755","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Serious","Male","50","Bicycle"
"2014","1540301","424087","435521","2","1","4_5_2014","405","A (back roads)","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Vehicle or pillion passenger","Serious","Female","24","Car"
"2014","1541155","420035","441874","2","1","4_5_2014","1738","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","7","Bicycle"
"2014","1541273","428957","435474","2","1","4_5_2014","1740","A (back roads)","Dry","Daylight (streetlights present)","Unknown","Driver or rider","Slight","Female","48","Car"
"2014","1551175","425413","440393","2","1","5_5_2014","1705","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","16","Bicycle"
"2014","1551220","422222","435650","2","2","5_5_2014","1730","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","54","Car"
"2014","1551220","422222","435650","2","2","5_5_2014","1730","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","57","Car"
"2014","1560488","424647","435138","1","1","6_5_2014","1112","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Slight","Female","47","Car"
"2014","1570257","428023","434264","2","1","7_5_2014","820","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","42","Bicycle"
"2014","1570369","429740","433416","1","1","7_5_2014","840","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Slight","Male","18","Goods vehicle <=3.5 tons"
"2014","1570476","436273","434797","1","1","9_5_2014","1445","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Slight","Male","61","Car"
"2014","1570903","433285","433951","2","1","7_5_2014","1440","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","16","Motorcycle <= 50cc"
"2014","1570966","431483","435012","2","1","7_5_2014","1515","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","28","Car"
"2014","1570994","431752","434601","2","1","7_5_2014","1120","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","30","Bicycle"
"2014","1571216","425023","433395","1","1","7_5_2014","1600","B (regional road)","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Slight","Female","26","Car"
"2014","1571248","424561","445123","2","1","7_5_2014","1720","A (back roads)","Wet","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Serious","Male","24","Bicycle"
"2014","1571772","431087","433293","2","3","7_5_2014","2220","Unclassified","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Slight","Male","33","Taxi/Private hire car"
"2014","1571772","431087","433293","2","3","7_5_2014","2220","Unclassified","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","36","Taxi/Private hire car"
"2014","1571772","431087","433293","2","3","7_5_2014","2220","Unclassified","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","33","Taxi/Private hire car"
"2014","1580735","425546","436386","2","1","8_5_2014","845","A (back roads)","Wet","Daylight (streetlights present)","Raining w/o high winds","Driver or rider","Serious","Male","37","Bicycle"
"2014","1581249","427898","430457","3","1","8_5_2014","1810","A (back roads)","Wet","Daylight (streetlights present)","Raining w/o high winds","Driver or rider","Slight","Male","48","Motorcycle <= 50cc"
"2014","1581682","430174","432863","2","1","8_5_2014","2020","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Serious","Male","74","Car"
"2014","1590566","427785","436380","1","1","5_9_2014","930","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Slight","Female","44","Car"
"2014","1590760","431768","434945","2","1","5_9_2014","1303","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","29","Car"
"2014","1590799","422586","437160","5","2","9_5_2014","1350","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","45","Car"
"2014","1590799","422586","437160","5","2","9_5_2014","1350","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","41","Goods vehicle <=3.5 tons"
"2014","1591120","431780","429414","2","1","9_5_2014","1629","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Serious","Male","5","Bicycle"
"2014","1591151","430377","433071","2","1","5_9_2014","1634","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","50","Bus or coach"
"2014","1591165","428794","435574","2","1","9_5_2014","1720","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","26","Bicycle"
"2014","1591246","431239","429749","2","1","9_5_2014","1800","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","7","Bicycle"
"2014","1591309","429943","427020","1","2","7_5_2014","1730","A (back roads)","Wet","Daylight (streetlights present)","Unknown","Pedestrian","Slight","Female","17","Motorcycle >50cc and <=125cc"
"2014","1591309","429943","427020","1","2","7_5_2014","1730","A (back roads)","Wet","Daylight (streetlights present)","Unknown","Pedestrian","Slight","Male","19","Motorcycle >50cc and <=125cc"
"2014","1591555","429622","440488","1","1","9_5_2014","2003","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","70","Car"
"2014","1591720","431137","434295","2","2","9_5_2014","2125","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","23","Car"
"2014","1591720","431137","434295","2","2","9_5_2014","2125","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","23","Car"
"2014","15A0766","428561","426055","2","2","10_5_2014","1230","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","79","Car"
"2014","15A0766","428561","426055","2","2","10_5_2014","1230","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","89","Car"
"2014","15A0862","439390","426152","2","1","10_5_2014","1335","B (regional road)","Wet","Daylight (streetlights present)","Raining w/o high winds","Driver or rider","Slight","Male","24","Bicycle"
